rows,cols,vals
71,73,0.017982721238241
1,74,0.0184920171026608
3,74,0.0160510465390606
6,74,0.0180428909901559
15,74,0.0237896603382804
17,74,0.0176186368828798
26,74,0.0165560970441111
28,74,0.0183205363085503
46,74,0.0183859776963804
70,74,0.0148631823211357
4,75,0.0160951755464533
7,75,0.0175453467214828
16,75,0.0153478604362697
29,75,0.0188420992753361
52,75,0.0162706982193875
65,75,0.0231317490195313
1,76,0.0251830033468728
3,76,0.0192046739475969
6,76,0.0183754590393285
15,76,0.021840082651494
17,76,0.0272032053670748
26,76,0.0179726519971265
46,76,0.0148361864211085
67,76,0.0220565002203697
74,76,0.0160412192050887
2,77,0.0171978359873275
5,77,0.0151852064266686
50,77,0.0188011202381906
27,78,0.0156492183797316
42,78,0.0262354239380228
55,78,0.0149927776671416
57,78,0.0224124795636311
64,78,0.0156492183797316
66,78,0.0206970226253968
4,79,0.0160951755464533
8,79,0.0159625320671476
16,79,0.015127772107621
39,79,0.0180557367682732
52,79,0.0183113063206017
65,79,0.0256730487376583
75,79,0.022025461756738
10,80,0.0159145222278835
30,80,0.0218067781201393
41,80,0.0180311327131146
27,81,0.0152640357743988
42,81,0.0222260804637163
55,81,0.0166797540703203
57,81,0.0151118219364142
58,81,0.0179267862078093
64,81,0.0161057866161497
66,81,0.0151118219364142
78,81,0.0213843296219654
50,82,0.0237931304258811
77,82,0.0175865476967292
4,83,0.0183768534805663
7,83,0.0155732447493808
8,83,0.0198499174536302
16,83,0.0183768534805663
32,83,0.0158249037893261
38,83,0.0183768534805663
52,83,0.0175351026388154
65,83,0.0166452517489645
79,83,0.0152984504021632
27,84,0.0152686939637205
42,84,0.0261811401034394
55,84,0.0155244097777211
57,84,0.0224774363997357
58,84,0.0153990021010779
64,84,0.0169639683862677
66,84,0.0204572343795337
78,84,0.0221407360630353
81,84,0.0267715350091708
13,85,0.0214867109865647
19,85,0.01519285874721
32,85,0.0158896538540761
33,85,0.0203686234676162
36,85,0.0265975796965723
51,85,0.0151381091410701
59,85,0.0175170236908827
35,86,0.0204695557190856
61,86,0.0157138167054755
63,86,0.0198685934361668
73,86,0.017483344399541
45,87,0.0176136402649969
50,87,0.0188011202381906
77,87,0.0243205544307359
82,87,0.0184059250386757
31,88,0.0226513843950055
44,88,0.0190601289051151
57,88,0.0157955134769681
68,88,0.01948032752143
1,89,0.0290139026245463
3,89,0.0163115420664255
6,89,0.0208400937873587
15,89,0.0285139643253757
17,89,0.023976550771988
28,89,0.0150489158037992
46,89,0.0182937770032059
67,89,0.0204375408448307
74,89,0.0176827199081915
76,89,0.0237400019038714
31,90,0.0233367931215245
35,90,0.0178535737562451
44,90,0.0161045295636369
57,90,0.0188565330040095
64,90,0.015565830114436
66,90,0.0186497258993097
68,90,0.0233367931215245
78,90,0.018157465837474
88,90,0.0264392631828843
25,91,0.0183545177219693
49,91,0.0158468612211532
54,91,0.0191974506773387
61,91,0.0161348403057957
20,92,0.0278069516098385
60,92,0.0177760290308547
61,92,0.0227564465593335
67,92,0.0156921011375294
71,92,0.0191325452081594
73,92,0.0225919552579592
91,92,0.0164742958368262
21,93,0.0235882351846562
23,93,0.0159147497081842
24,93,0.0235882351846562
37,93,0.0184863640768939
40,93,0.0170273247338027
11,94,0.0163815808595337
21,94,0.016838156122531
23,94,0.0244479126592423
24,94,0.0229614947328147
31,94,0.0148786670696948
37,94,0.0150538194394615
40,94,0.0226624282936865
43,94,0.0227583209208281
62,94,0.0185634136956179
93,94,0.0196199812164023
7,95,0.0170091726558969
14,95,0.0171543282698158
16,95,0.0158399382530297
75,95,0.0168619018410258
1,96,0.0162986211502024
6,96,0.0177548501064314
17,96,0.0162986211502024
20,96,0.0245370310864733
67,96,0.0199904413126108
89,96,0.017854531127165
92,96,0.0199955037983907
22,98,0.0176804961938979
1,99,0.0191039052145489
6,99,0.0269407832213815
15,99,0.0207177481958262
17,99,0.0166598285625388
25,99,0.0165835625239041
28,99,0.0191634977328747
34,99,0.0188027473721243
46,99,0.020805625949362
74,99,0.0159907445601215
76,99,0.0166598285625388
89,99,0.0217001671074569
96,99,0.021302472075106
42,100,0.0183035410061399
50,100,0.0228415242785947
57,100,0.0180283925935766
66,100,0.016344890910075
77,100,0.0161126803906265
78,100,0.0155714919589266
82,100,0.0189010725926468
87,100,0.0208363434877002
