0,0.013,0.003,0.007,0.012,0.005,0.007,0,0.016,0.002,0.023,0.006,0.049,0.001,0.015,0.035,0.002,0.029,0.008,0.004,0.01,0.012,0.031,0.017,0.001,0.029,0.023,0.01,0.001,0,0.027,0.008,0.006,0.012,0.006,0.007,0.001,0.001,0.012,0.001,0.017,0.009,0,0.017,0.021,0.003,0.025,0.008,0.01,0.035
0,0.007,0,0.001,0.007,0.018,0,0.01,0.001,0.009,0.003,0.001,0.001,0.026,0.003,0.001,0.007,0.003,0.001,0.008,0,0.001,0.002,0.005,0.013,0.001,0.002,0.005,0.011,0.008,0.002,0.001,0.001,0.004,0.004,0,0.012,0.002,0.003,0.012,0.002,0.006,0,0.001,0,0.004,0.001,0.001,0.001,0.001
0,0.019,0,0.001,0.011,0.008,0.001,0.004,0.045,0.013,0.013,0.001,0.013,0.003,0.057,0.016,0.015,0.015,0.002,0.02,0.012,0.003,0.02,0.033,0.009,0.02,0.025,0.042,0.008,0.004,0.02,0.002,0.001,0.004,0.027,0.001,0.005,0.007,0.004,0.009,0.004,0.033,0.001,0.04,0.014,0.021,0.023,0.002,0.003,0.015
0,0.015,0.003,0.004,0.013,0.007,0.004,0,0.019,0.005,0.023,0.004,0.038,0.001,0.016,0.063,0.006,0.026,0.006,0.008,0.012,0.009,0.053,0.017,0.002,0.039,0.028,0.013,0.001,0,0.034,0.005,0.004,0.009,0.008,0.005,0.001,0.001,0.009,0.001,0.012,0.013,0,0.018,0.021,0.007,0.029,0.006,0.009,0.046
0,0.013,0,0,0.01,0.013,0,0.01,0.013,0.046,0.007,0,0.002,0.007,0.015,0.006,0.056,0.007,0.001,0.039,0.007,0.001,0.007,0.013,0.03,0.007,0.011,0.024,0.026,0.01,0.007,0.001,0,0.001,0.02,0,0.015,0.007,0.001,0.03,0.001,0.025,0.002,0.012,0.008,0.02,0.009,0.001,0.001,0.004
0,0.026,0.003,0.005,0.022,0.014,0.004,0.001,0.016,0.006,0.042,0.004,0.03,0.003,0.015,0.028,0.006,0.053,0.008,0.008,0.006,0.01,0.028,0.026,0.002,0.026,0.02,0.013,0.001,0,0.03,0.006,0.005,0.014,0.007,0.004,0.001,0,0.014,0.001,0.017,0.015,0,0.014,0.012,0.006,0.02,0.006,0.008,0.023
0.004,0.003,0.018,0.027,0.006,0.005,0.015,0,0.003,0.001,0.01,0.021,0.009,0.001,0.002,0.006,0.001,0.008,0.059,0.001,0.002,0.035,0.005,0.003,0,0.004,0.003,0.001,0,0,0.004,0.048,0.03,0.023,0.001,0.017,0,0,0.023,0,0.023,0.002,0,0.003,0.004,0,0.004,0.042,0.029,0.006
0,0.021,0,0.001,0.014,0.015,0.001,0.009,0.012,0.039,0.009,0,0.004,0.009,0.02,0.008,0.039,0.008,0.001,0.053,0.005,0.001,0.008,0.018,0.027,0.008,0.01,0.031,0.022,0.007,0.01,0.001,0,0.002,0.021,0.001,0.01,0.005,0.002,0.027,0.002,0.032,0.001,0.012,0.009,0.019,0.01,0.001,0.001,0.007
0,0.005,0,0.002,0.004,0.002,0.004,0.001,0.012,0.005,0.005,0.002,0.01,0,0.012,0.013,0.008,0.006,0.002,0.006,0.036,0.004,0.013,0.009,0.004,0.014,0.015,0.01,0.004,0.001,0.013,0.002,0.002,0.002,0.013,0.004,0.001,0.015,0.002,0.005,0.004,0.008,0.011,0.015,0.028,0.013,0.015,0.002,0.004,0.016
0.002,0.004,0.012,0.024,0.007,0.005,0.015,0,0.003,0.001,0.01,0.02,0.011,0.001,0.003,0.009,0.001,0.01,0.035,0.001,0.003,0.055,0.009,0.003,0.001,0.007,0.005,0.002,0,0,0.007,0.03,0.024,0.023,0.001,0.019,0,0,0.027,0.001,0.027,0.003,0,0.003,0.005,0.001,0.005,0.03,0.044,0.009
0,0.015,0.003,0.004,0.015,0.008,0.004,0.001,0.02,0.006,0.024,0.004,0.032,0.001,0.019,0.053,0.007,0.026,0.005,0.008,0.012,0.01,0.063,0.018,0.002,0.039,0.03,0.014,0.001,0,0.046,0.004,0.004,0.01,0.01,0.004,0.001,0.001,0.01,0.001,0.011,0.014,0,0.018,0.019,0.008,0.033,0.005,0.008,0.038
0,0.039,0,0.003,0.023,0.014,0.002,0.001,0.03,0.013,0.025,0.002,0.016,0.004,0.036,0.017,0.012,0.026,0.003,0.017,0.008,0.004,0.018,0.054,0.008,0.017,0.022,0.036,0.007,0.001,0.023,0.003,0.003,0.007,0.015,0.002,0.003,0.003,0.007,0.007,0.007,0.044,0,0.023,0.012,0.011,0.019,0.003,0.003,0.016
0,0.009,0,0,0.007,0.01,0,0.018,0.008,0.032,0.002,0,0.001,0.013,0.01,0.002,0.027,0.002,0,0.026,0.003,0.001,0.002,0.009,0.049,0.002,0.005,0.014,0.033,0.017,0.003,0,0,0.001,0.016,0,0.022,0.007,0.001,0.037,0.001,0.014,0.003,0.008,0.003,0.017,0.004,0,0.001,0.001
0,0.015,0.002,0.004,0.013,0.008,0.004,0.001,0.021,0.007,0.018,0.004,0.03,0.001,0.019,0.039,0.007,0.026,0.004,0.008,0.014,0.008,0.039,0.017,0.002,0.058,0.032,0.014,0.001,0,0.039,0.004,0.004,0.008,0.012,0.004,0.001,0.001,0.008,0.001,0.01,0.014,0,0.022,0.023,0.008,0.048,0.004,0.006,0.035
0,0.016,0,0.003,0.013,0.008,0.003,0.001,0.032,0.009,0.017,0.003,0.023,0.002,0.024,0.03,0.01,0.02,0.004,0.01,0.015,0.005,0.032,0.022,0.006,0.034,0.057,0.016,0.004,0.001,0.036,0.004,0.003,0.006,0.014,0.003,0.001,0.002,0.006,0.005,0.007,0.015,0,0.029,0.022,0.011,0.047,0.004,0.005,0.027
0,0.023,0,0.001,0.016,0.009,0.001,0.006,0.033,0.024,0.012,0.001,0.009,0.005,0.041,0.013,0.025,0.013,0.001,0.031,0.01,0.002,0.013,0.038,0.013,0.014,0.017,0.059,0.01,0.005,0.014,0.001,0.001,0.004,0.028,0.001,0.006,0.007,0.004,0.012,0.004,0.049,0.001,0.03,0.011,0.022,0.014,0.001,0.002,0.013
0,0.007,0,0,0.005,0.005,0,0.022,0.008,0.029,0.001,0,0.001,0.011,0.009,0.001,0.027,0.001,0,0.022,0.004,0,0.001,0.008,0.033,0.001,0.004,0.01,0.051,0.022,0.001,0,0,0.001,0.013,0,0.023,0.013,0.001,0.041,0.001,0.009,0.005,0.009,0.003,0.015,0.003,0,0,0.001
0,0.002,0,0,0,0.001,0,0.034,0.002,0.011,0,0,0,0.009,0.004,0,0.011,0,0,0.007,0.001,0,0,0.002,0.016,0,0.002,0.006,0.02,0.044,0,0,0,0,0.008,0,0.027,0.016,0,0.017,0,0.004,0.011,0.004,0.001,0.008,0,0,0,0
0,0.016,0.002,0.004,0.016,0.008,0.004,0.001,0.022,0.007,0.022,0.003,0.028,0.001,0.019,0.037,0.007,0.029,0.004,0.01,0.012,0.008,0.046,0.022,0.003,0.039,0.036,0.014,0.001,0,0.057,0.004,0.004,0.008,0.012,0.004,0.001,0.001,0.009,0.002,0.011,0.014,0,0.02,0.02,0.008,0.036,0.004,0.006,0.031
0.004,0.003,0.018,0.033,0.005,0.004,0.017,0,0.003,0.001,0.006,0.027,0.007,0.001,0.002,0.005,0.001,0.006,0.051,0.001,0.002,0.029,0.004,0.003,0,0.004,0.003,0.001,0,0,0.004,0.061,0.039,0.021,0.001,0.018,0,0,0.021,0,0.021,0.001,0,0.002,0.003,0,0.004,0.044,0.029,0.006
0.006,0.003,0.022,0.036,0.003,0.004,0.016,0,0.002,0,0.005,0.036,0.006,0.001,0.001,0.004,0,0.005,0.028,0,0.002,0.023,0.004,0.003,0,0.004,0.003,0.001,0,0,0.004,0.041,0.052,0.016,0,0.022,0,0,0.016,0,0.016,0.001,0,0.001,0.003,0,0.003,0.028,0.026,0.004
0.002,0.009,0.007,0.016,0.019,0.017,0.007,0,0.004,0.001,0.02,0.015,0.013,0.003,0.004,0.009,0.001,0.015,0.023,0.002,0.002,0.023,0.009,0.007,0.001,0.008,0.006,0.004,0.001,0,0.008,0.022,0.018,0.052,0.001,0.01,0,0,0.042,0.001,0.035,0.005,0,0.004,0.004,0,0.007,0.021,0.021,0.008
0,0.01,0,0,0.007,0.006,0,0.007,0.024,0.021,0.006,0,0.006,0.004,0.026,0.008,0.021,0.007,0,0.021,0.013,0.001,0.01,0.017,0.016,0.013,0.015,0.027,0.014,0.007,0.013,0,0,0.001,0.049,0,0.008,0.011,0.001,0.017,0.001,0.023,0.005,0.029,0.016,0.039,0.015,0,0.001,0.009
0.004,0.003,0.02,0.021,0.003,0.002,0.035,0,0.002,0.001,0.005,0.022,0.007,0,0.001,0.005,0,0.004,0.016,0.001,0.003,0.019,0.004,0.002,0,0.004,0.003,0.001,0,0,0.004,0.019,0.021,0.009,0,0.046,0,0,0.009,0,0.01,0.001,0,0.002,0.004,0,0.003,0.02,0.02,0.005
0,0.002,0,0,0.001,0.003,0,0.029,0.004,0.014,0.001,0,0.001,0.012,0.006,0.001,0.014,0.001,0,0.01,0.001,0,0.001,0.003,0.02,0.001,0.001,0.006,0.02,0.029,0.001,0,0,0,0.008,0,0.043,0.013,0,0.02,0,0.007,0.006,0.005,0.001,0.009,0.001,0,0,0.001
0,0.001,0,0,0,0,0,0.013,0.007,0.006,0,0,0.001,0.002,0.007,0.001,0.007,0,0,0.005,0.017,0,0.001,0.002,0.007,0.001,0.002,0.007,0.012,0.016,0.001,0,0,0,0.012,0,0.013,0.034,0,0.01,0,0.005,0.026,0.01,0.009,0.027,0.001,0,0,0.001
0.002,0.009,0.007,0.016,0.019,0.017,0.007,0,0.004,0.001,0.02,0.015,0.013,0.003,0.004,0.009,0.001,0.015,0.023,0.002,0.002,0.026,0.009,0.007,0.001,0.008,0.006,0.004,0.001,0,0.008,0.022,0.018,0.042,0.001,0.01,0,0,0.052,0.001,0.035,0.005,0,0.004,0.004,0,0.007,0.021,0.021,0.008
0,0.007,0,0,0.006,0.006,0,0.021,0.008,0.028,0.001,0,0.001,0.012,0.009,0.001,0.028,0.001,0,0.026,0.005,0.001,0.001,0.008,0.037,0.001,0.006,0.014,0.044,0.018,0.002,0,0,0.001,0.016,0,0.022,0.01,0.001,0.054,0.001,0.011,0.005,0.009,0.003,0.016,0.004,0,0,0.001
0.002,0.008,0.007,0.017,0.016,0.011,0.008,0,0.005,0.001,0.022,0.015,0.017,0.002,0.004,0.012,0.001,0.016,0.024,0.002,0.003,0.026,0.011,0.007,0.001,0.01,0.006,0.004,0.001,0,0.011,0.022,0.018,0.036,0.001,0.01,0,0,0.036,0.001,0.05,0.005,0,0.004,0.006,0.001,0.008,0.022,0.023,0.01
0,0.031,0,0.001,0.02,0.013,0.001,0.004,0.027,0.024,0.014,0.001,0.009,0.006,0.036,0.013,0.026,0.015,0.002,0.032,0.008,0.003,0.014,0.042,0.013,0.014,0.016,0.049,0.009,0.003,0.014,0.001,0.001,0.005,0.024,0.001,0.006,0.005,0.005,0.011,0.005,0.059,0.001,0.022,0.01,0.016,0.014,0.002,0.003,0.013
0,0,0,0,0,0,0,0.008,0.001,0.001,0,0,0,0,0.001,0,0.002,0,0,0.001,0.011,0,0,0,0.003,0,0,0.001,0.005,0.011,0,0,0,0,0.005,0,0.006,0.021,0,0.004,0,0.001,0.029,0.001,0.003,0.007,0,0,0,0
0,0.014,0,0.002,0.01,0.008,0.002,0.003,0.046,0.01,0.011,0.001,0.017,0.001,0.038,0.018,0.011,0.014,0.003,0.012,0.015,0.003,0.018,0.024,0.008,0.024,0.031,0.031,0.009,0.003,0.021,0.002,0.001,0.004,0.03,0.002,0.004,0.008,0.004,0.009,0.004,0.022,0.001,0.056,0.024,0.02,0.03,0.003,0.003,0.019
0,0.01,0.001,0.003,0.008,0.003,0.004,0,0.019,0.007,0.01,0.003,0.02,0,0.013,0.02,0.008,0.012,0.004,0.01,0.035,0.005,0.018,0.012,0.003,0.021,0.02,0.011,0.003,0.001,0.018,0.003,0.003,0.004,0.015,0.004,0.001,0.008,0.004,0.003,0.006,0.011,0.003,0.022,0.044,0.012,0.028,0.004,0.006,0.024
0,0.008,0,0,0.005,0.003,0,0.008,0.022,0.02,0.004,0,0.003,0.004,0.023,0.007,0.021,0.006,0,0.02,0.012,0.001,0.008,0.011,0.016,0.008,0.012,0.023,0.017,0.008,0.008,0,0,0,0.035,0,0.009,0.023,0,0.017,0.001,0.018,0.007,0.023,0.012,0.045,0.011,0,0.001,0.008
0,0.015,0.002,0.003,0.013,0.008,0.003,0.001,0.028,0.007,0.018,0.003,0.026,0.001,0.021,0.031,0.009,0.019,0.004,0.01,0.015,0.006,0.033,0.018,0.004,0.044,0.051,0.014,0.003,0,0.036,0.004,0.003,0.006,0.014,0.003,0.001,0.001,0.006,0.004,0.008,0.014,0,0.028,0.025,0.011,0.061,0.004,0.005,0.031
0.004,0.003,0.018,0.03,0.005,0.004,0.017,0,0.003,0.001,0.006,0.027,0.007,0.001,0.002,0.006,0.001,0.006,0.042,0.001,0.002,0.029,0.005,0.003,0,0.004,0.004,0.001,0,0,0.004,0.042,0.03,0.019,0,0.022,0,0,0.019,0,0.021,0.002,0,0.003,0.004,0,0.004,0.056,0.035,0.006
0.002,0.003,0.014,0.03,0.005,0.003,0.019,0,0.003,0.001,0.008,0.027,0.01,0.001,0.003,0.008,0.001,0.008,0.03,0.001,0.003,0.045,0.007,0.003,0.001,0.006,0.004,0.002,0,0,0.006,0.03,0.027,0.02,0.001,0.022,0,0,0.02,0,0.022,0.003,0,0.003,0.005,0.001,0.005,0.035,0.055,0.008
0,0.014,0.003,0.005,0.012,0.005,0.006,0,0.019,0.003,0.018,0.004,0.036,0.001,0.015,0.044,0.004,0.022,0.006,0.007,0.016,0.009,0.038,0.016,0.001,0.035,0.027,0.013,0.001,0,0.029,0.006,0.004,0.008,0.009,0.006,0.001,0.001,0.008,0.001,0.01,0.013,0,0.019,0.026,0.008,0.029,0.006,0.008,0.055
